"index","Familie","Gattung","Art","D_3__Anaerolineales","D_3__Bacteroidales","D_3__Betaproteobacteriales","D_3__Clostridiales","D_3__Coriobacteriales","D_3__Desulfobacterales","D_3__Erysipelotrichales","D_3__Fibrobacterales","D_3__Lactobacillales","D_3__Methanobacteriales","D_3__Methanomicrobiales","D_3__Saccharimonadales","D_3__Selenomonadales","D_3__Spirochaetales","D_3__Synergistales","D_3__Verrucomicrobiales","D_3__Bacillales","D_3__Enterobacteriales","D_3__Micrococcales","D_3__Pseudomonadales","D_3__Sphingobacteriales","D_3__Bifidobacteriales","D_3__Fusobacteriales","D_3__Campylobacterales","D_3__Methanomassiliicoccales","D_3__Mycoplasmatales","D_3__Pedosphaerales","D_3__Pirellulales","D_3__Desulfovibrionales","D_3__Burkholderiales bacterium Beta_02","D_3__Elusimicrobiales","D_3__Endomicrobiales","D_3__Aeromonadales","D_3__Anaeroplasmatales","D_3__Cardiobacteriales","D_3__Flavobacteriales","D_3__Pasteurellales","D_3__Opitutales","D_3__Corynebacteriales","D_3__Bdellovibrionales","D_3__Caulobacterales","D_3__Chloroflexales","D_3__Chthoniobacterales","D_3__Cytophagales","D_3__Diplorickettsiales","D_3__Propionibacteriales","D_3__Rhizobiales","D_3__Rhodobacterales","D_3__Sphingomonadales","D_3__Xanthomonadales","D_3__Alteromonadales","D_3__Cellvibrionales","D_3__Chitinophagales","D_3__Paracaedibacterales","D_3__Methanosarcinales","D_3__Izimaplasmatales","D_3__Actinomycetales","D_3__Nostocales","D_3__Rickettsiales","D_3__Gastranaerophilales","D_3__Victivallales","D_3__Entomoplasmatales","D_3__Acholeplasmatales","D_3__Oligoflexales","D_3__Parabasalia","D_3__Acetobacterales","D_3__Leptospirales","D_3__Deferribacterales","D_3__Blastocatellales","D_3__Frankiales","D_3__Fungi","D_3__Oligosphaerales"
"BEZ0603ELEN5","Bovidae","Tragelaphus","Elenantilope",0,1683,0,2078,0,0,326,249,0,693,0,16,0,788,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA1","Giraffidae","Giraffa","Giraffe",33,3102,0,4168,31,0,70,0,10,813,0,109,69,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA2","Giraffidae","Giraffa","Giraffe",0,2885,0,1852,0,0,36,0,41,390,0,0,41,210,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,1398,0,426,0,0,0,0,0,100,97,0,14,324,0,0,0,0,0,0,0,0,0,0,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP1","Giraffidae","Okapia","Okapi",0,2063,0,3136,0,0,106,0,0,303,0,26,62,1508,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP2","Giraffidae","Okapia","Okapi",0,442,0,360,0,0,0,0,0,89,0,0,0,414,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD1","Canidae","Lycaon","Wildhund",0,274,0,5138,0,0,473,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD2","Canidae","Lycaon","Wildhund",0,39,0,3418,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR1","Equidae","Equus","Grevyzebra",0,2914,65,2900,0,0,31,287,0,157,51,35,157,1821,35,97,0,0,0,0,0,0,0,102,19,0,20,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR2","Equidae","Equus","Grevyzebra",0,298,30,354,0,0,0,78,0,0,0,0,0,404,0,20,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR3","Equidae","Equus","Grevyzebra",0,2228,59,3150,0,0,0,498,0,399,0,26,280,2586,22,262,0,0,0,0,0,0,0,37,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR4","Equidae","Equus","Grevyzebra",48,3027,0,3535,19,0,0,474,0,314,95,0,321,1894,0,0,0,0,0,0,0,0,0,12,63,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR5","Equidae","Equus","Grevyzebra",17,859,0,428,0,0,0,96,0,78,16,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR6","Equidae","Equus","Grevyzebra",0,1246,0,1437,0,0,53,222,0,57,0,0,79,1239,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN1","Bovidae","Tragelaphus","Elenantilope",0,1427,0,1907,0,0,243,34,45,1247,0,68,0,193,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN2","Bovidae","Tragelaphus","Elenantilope",0,59,0,150,48,0,0,0,468,269,0,0,0,0,0,0,1916,0,596,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN3","Bovidae","Tragelaphus","Elenantilope",0,51,32,29,0,0,0,0,304,197,0,0,0,0,0,0,995,0,255,2167,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN4","Bovidae","Tragelaphus","Elenantilope",0,681,0,709,0,0,226,102,136,710,0,0,0,450,0,27,1258,0,159,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM1","Herpestidae","Suricata","Erdmaennchen",0,30,0,4430,0,0,0,0,1380,0,0,0,0,0,0,0,19,210,0,24,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM2","Herpestidae","Suricata","Erdmaennchen",0,0,0,976,0,0,0,0,11644,0,0,0,0,0,0,0,19,69,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,174,0,1190,0,0,0,0,927,301,160,0,0,258,0,0,6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",52,5594,0,5430,0,0,55,0,30,890,830,90,101,820,0,0,0,0,0,0,0,0,0,0,43,0,48,14,0,0,53,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI1","Bovidae","Bos","Watussi",0,705,0,3095,0,0,172,0,2554,322,56,0,0,31,0,135,2597,0,0,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI2","Bovidae","Bos","Watussi",0,4334,0,9118,93,0,536,18,340,0,225,121,74,126,0,1442,2164,0,0,2059,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI3","Bovidae","Bos","Watussi",0,2738,0,3969,0,0,444,0,359,0,92,0,0,60,0,335,595,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD1","Canidae","Lycaon","Wildhund",0,0,0,2653,0,0,117,0,660,0,0,0,0,0,0,0,127,0,189,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD2","Canidae","Lycaon","Wildhund",0,0,0,1143,0,0,0,0,556,0,0,0,0,0,0,0,3517,0,1080,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN1","Bovidae","Tragelaphus","Elenantilope",0,1344,0,3581,0,0,394,0,376,2095,0,154,0,147,0,0,7667,0,2844,888,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN2","Bovidae","Tragelaphus","Elenantilope",0,1598,0,3386,269,0,115,149,6291,2745,0,382,0,457,0,109,1564,0,146,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN3","Bovidae","Tragelaphus","Elenantilope",0,773,0,1545,260,0,39,41,3757,2799,0,259,0,252,0,0,1729,97,180,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN4","Bovidae","Tragelaphus","Elenantilope",0,3033,0,3877,0,0,94,434,106,1677,0,173,0,427,0,130,93,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN5","Bovidae","Tragelaphus","Elenantilope",0,1112,0,3042,125,0,302,182,4095,2351,0,131,0,1512,0,0,6726,0,1081,417,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM1","Herpestidae","Suricata","Erdmaennchen",0,0,1336,394,0,0,0,0,5432,0,0,0,0,0,0,109,3249,3328,4154,9022,6539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,0,0,861,130,1636,78,29,126,11,28,313,222,441,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM2","Herpestidae","Suricata","Erdmaennchen",0,2530,308,3883,0,0,29,0,240,0,0,0,470,0,0,0,0,32,0,0,0,0,2152,62,0,0,0,0,43,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,3194,0,5306,30,0,55,22,460,361,264,0,219,1402,0,54,98,0,0,0,0,0,0,0,15,0,0,0,0,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",139,7252,0,11605,0,0,64,0,1563,1582,470,174,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605TUSI1","Bovidae","Bos","Watussi",58,3677,0,12999,0,0,397,54,5889,746,81,204,103,138,0,1398,1465,0,0,5678,0,24,0,0,0,0,0,45,0,0,0,0,0,0,0,33,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605TUSI2","Bovidae","Bos","Watussi",0,30,0,4044,0,0,231,0,6834,459,0,0,0,0,0,133,1045,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD1","Canidae","Lycaon","Wildhund",0,0,0,3212,0,0,12,0,1569,0,0,0,0,0,0,0,96,86,856,6589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD2","Canidae","Lycaon","Wildhund",0,352,38,14192,0,0,450,0,1151,0,0,0,33,0,0,0,172,0,134,948,0,0,164,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN10","Canidae","Vulpes","Fennek",0,5824,691,2536,0,0,88,0,0,0,0,0,797,0,0,0,0,186,0,0,0,0,5523,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN11","Canidae","Vulpes","Fennek",0,4547,415,1947,0,0,0,0,0,0,0,0,977,0,0,0,0,696,0,0,0,0,5943,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN12","Canidae","Vulpes","Fennek",0,3247,412,1681,0,0,0,0,0,0,0,0,723,0,0,0,0,172,0,0,0,0,4092,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN13","Canidae","Vulpes","Fennek",0,2749,461,5342,0,0,266,0,0,0,0,0,287,0,0,0,0,165,0,0,0,0,3238,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN7","Canidae","Vulpes","Fennek",0,3528,647,3905,0,0,198,0,48,0,0,0,208,0,0,0,0,42,0,23,0,0,5127,0,0,0,0,0,150,0,0,0,0,0,42,0,104,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN8","Canidae","Vulpes","Fennek",0,3972,827,1270,0,0,16,0,0,0,0,0,469,0,0,0,0,164,0,0,0,0,4548,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN9","Canidae","Vulpes","Fennek",0,2432,536,1993,0,0,35,0,0,0,0,0,335,0,0,0,0,49,0,0,0,0,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN1","Canidae","Vulpes","Fennek",0,2526,563,5172,0,0,206,0,482,0,0,0,392,0,0,0,0,0,0,0,0,0,3177,38,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN2","Canidae","Vulpes","Fennek",0,5532,1263,4388,0,0,45,0,299,0,0,0,395,0,0,0,0,113,0,0,0,0,5077,78,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN3","Canidae","Vulpes","Fennek",0,1363,169,6357,0,0,293,0,990,0,0,0,554,0,0,0,0,393,0,0,0,0,4144,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN4","Canidae","Vulpes","Fennek",0,1630,134,4072,0,0,127,0,729,0,0,0,351,0,0,0,0,244,0,0,0,0,2127,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN5","Canidae","Vulpes","Fennek",0,1802,182,6364,0,0,79,0,1152,0,0,0,432,0,0,0,0,523,0,0,0,0,4031,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN6","Canidae","Vulpes","Fennek",0,1511,475,5696,96,0,381,0,1215,0,0,0,431,0,0,0,0,138,0,0,0,0,4528,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU1","Felidae","Panthera","Jaguar",0,2753,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,5707,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU2","Felidae","Panthera","Jaguar",0,2634,213,1477,0,0,0,0,0,0,0,0,82,0,0,0,0,157,0,0,0,0,1972,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LEOP1","Felidae","Panthera","Leopard",0,1404,39,3431,164,0,0,0,0,442,0,0,665,0,0,0,0,211,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF1","Canidae","Otocyon","Loeffelhund",0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF2","Canidae","Otocyon","Loeffelhund",0,902,96,204,0,0,0,0,0,0,0,0,277,0,0,0,0,663,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,1410,204,751,0,0,0,0,38,0,0,0,0,0,0,0,0,116,0,0,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,1395,61,1220,0,0,0,0,35,0,0,0,0,0,0,0,76,2185,0,0,0,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606NEBE1","Felidae","Panthera","Nebelparder",0,1738,267,4278,0,0,0,0,35,0,0,0,274,0,0,0,0,1738,0,0,0,0,1997,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606NEBE2","Felidae","Panthera","Nebelparder",0,1593,126,2309,0,0,0,0,0,0,0,0,190,0,0,0,137,107,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND1","Ailuridae","Ailurus","Roter_Panda",0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,1145,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,1204,0,0,1135,0,0,0,0,0,0,0,0,0,652,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU3","Felidae","Panthera","Jaguar",0,0,0,1628,0,0,0,0,379,0,0,0,0,0,0,0,0,2066,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU4","Felidae","Panthera","Jaguar",0,0,0,2208,0,0,0,0,0,0,0,0,98,0,0,0,0,221,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LEOP2","Felidae","Panthera","Leopard",0,1255,0,4032,256,0,0,0,89,106,0,95,298,0,0,122,0,1573,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF3","Canidae","Otocyon","Loeffelhund",0,1136,86,601,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,35,0,1018,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF4","Canidae","Otocyon","Loeffelhund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,350,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF5","Canidae","Otocyon","Loeffelhund",0,435,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,926,0,681,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH3","Canidae","Chrysocyon","Maehnenwolf",0,0,0,1310,0,0,0,0,345,0,0,0,96,0,0,0,69,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH4","Canidae","Chrysocyon","Maehnenwolf",0,3331,0,3629,0,0,0,0,0,115,0,0,69,0,0,0,0,67,0,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306NEBE3","Felidae","Panthera","Nebelparder",0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,23,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
