"index","Familie","Gattung","Art","digestion","Diet","Habitats","Habitat1","Habitat2","Region","D_4__Acidaminococcaceae","D_4__Akkermansiaceae","D_4__Anaerolineaceae","D_4__Bacteroidaceae","D_4__Christensenellaceae","D_4__Clostridiaceae","D_4__Clostridiales_Family_XIII","D_4__Defluviitaleaceae","D_4__Desulfobulbaceae","D_4__Eggerthellaceae","D_4__Erysipelotrichaceae","D_4__Eubacteriaceae","D_4__F082","D_4__Fibrobacteraceae","D_4__Lachnospiraceae","D_4__Lactobacillaceae","D_4__Methanobacteriaceae","D_4__Methanocorpusculaceae","D_4__Prevotellaceae","D_4__Rikenellaceae","D_4__Ruminococcaceae","D_4__Saccharimonadaceae","D_4__Spirochaetaceae","D_4__Synergistaceae","D_4__T34","D_4__Veillonellaceae","D_4__Carnobacteriaceae","D_4__Enterobacteriaceae","D_4__Enterococcaceae","D_4__Micrococcaceae","D_4__Moraxellaceae","D_4__Peptostreptococcaceae","D_4__Planococcaceae","D_4__Pseudomonadaceae","D_4__Sphingobacteriaceae","D_4__Staphylococcaceae","D_4__Streptococcaceae","D_4__Bifidobacteriaceae","D_4__Burkholderiaceae","D_4__Fusobacteriaceae","D_4__Peptococcaceae","D_4__Tannerellaceae","D_4__Campylobacteraceae","D_4__Methanomethylophilaceae","D_4__Mycoplasmataceae","D_4__Paludibacteraceae","D_4__Pedosphaeraceae","D_4__Pirellulaceae","D_4__Dysgonomonadaceae","D_4__Desulfovibrionaceae","D_4__Clostridiales_vadinBB60_group","D_4__Syntrophomonadaceae","D_4__Aerococcaceae","D_4__Bacillales_Family_XI","D_4__Helicobacteraceae","D_4__Weeksellaceae","D_4__Marinifilaceae","D_4__Coriobacteriaceae","D_4__Muribaculaceae","D_4__Bacillaceae","D_4__Burkholderiales_bacterium_Beta_02","D_4__Elusimicrobiaceae","D_4__Endomicrobiaceae","D_4__Aeromonadaceae","D_4__Flavobacteriaceae","D_4__Wohlfahrtiimonadaceae","D_4__Neisseriaceae","D_4__Pasteurellaceae","D_4__Clostridiales_Family_XI","D_4__Succinivibrionaceae","D_4__Paenibacillaceae","D_4__Hymenobacteraceae","D_4__Barnesiellaceae","D_4__Atopobiaceae","D_4__Puniceicoccaceae","D_4__Corynebacteriaceae","D_4__Leuconostocaceae","D_4__Sanguibacteraceae","D_4__Bacillales_Family_XII","D_4__Bacteriovoracaceae","D_4__Bdellovibrionaceae","D_4__Caulobacteraceae","D_4__Chthoniobacteraceae","D_4__Crocinitomicaceae","D_4__Devosiaceae","D_4__Dietziaceae","D_4__Diplorickettsiaceae","D_4__Herpetosiphonaceae","D_4__Intrasporangiaceae","D_4__Listeriaceae","D_4__Nocardiaceae","D_4__Nocardioidaceae","D_4__Rhizobiaceae","D_4__Rhodobacteraceae","D_4__Rubritaleaceae","D_4__Sphingomonadaceae","D_4__Spirosomaceae","D_4__Verrucomicrobiaceae","D_4__Xanthomonadaceae","D_4__Cardiobacteriaceae","D_4__Porphyromonadaceae","D_4__Alteromonadaceae","D_4__Cellvibrionaceae","D_4__Chitinophagaceae","D_4__Anaeroplasmataceae","D_4__Paracaedibacteraceae","D_4__PeH15","D_4__Methanosarcinaceae","D_4__Izimaplasmataceae","D_4__Arcobacteraceae","D_4__Shewanellaceae","D_4__Blastocatellaceae","D_4__Methyloligellaceae","D_4__Microscillaceae","D_4__Nitrososphaeraceae","D_4__Phormidiaceae","D_4__Xanthobacteraceae","D_4__Xiphinematobacteraceae","D_4__Brevibacteriaceae","D_4__Spiroplasmataceae","D_4__Cytophagaceae","D_4__Dermabacteraceae","D_4__Beijerinckiaceae","D_4__TM7_phylum_sp._oral_clone_FR058","D_4__Microbacteriaceae","D_4__Leptospiraceae","D_4__Marinilabiliaceae","D_4__Demequinaceae"
"DUI0406TIGA1","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",0,0,0,17.1980676328502,0,3.18840579710145,0,0,0,0,0,0,0,0,2.70531400966184,0,0,0,35.9903381642512,0,0,0,0,0,0,0,0,0,0,0,0,1.83574879227053,0,8.40579710144928,0,0,0,0,3.38164251207729,27.2946859903382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA2","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",0,0,0,25.3571428571429,0,8.36134453781512,0,0,0,0,0,0,0,0,1.59663865546218,0,0,0,5.9453781512605,0,0,0,0,0,0,2.01680672268908,0,0,0,0,0,2.6890756302521,0,0,0,0,0,0,5.33613445378151,47.5840336134454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11344537815126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA3","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",0.642697466467958,0,0.29806259314456,18.5637108792846,0,1.54619970193741,0,0,0,0,0,0,0,0,0.502980625931446,0,0,0,5.99850968703428,0,0,0,0,0,0,1.77906110283159,0,8.25260804769001,0,0,7.48882265275708,0.465722801788376,0,0.419150521609538,0,0,0,0,5.46758569299553,30.4862146050671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0886736214605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406WILD1","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",11.0806825363387,0,0,14.5881609437539,0,0,0.40025279123657,0,0,0,2.26458816094375,0,0,0,3.23362123446387,0,0,0,10.9648198862439,0,0.305456077522646,0,0,0,0,0,0,1.07436275542448,0,0,0,1.4324836738993,0,0,0,0,0,0,4.36064883084053,43.8276806404045,0,5.47714345902675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA1","Giraffidae","Giraffa","Giraffe","foregut_ruminant","herbivor","Forest_Savanna","Forest","Savanna","Africa",3.1959240389069,3.05697081982399,0,9.77304307549791,0,0,0.880037054191755,0,0,0,0,0,3.79805465493284,0,10.1899027327466,0,0,1.48216767021769,14.3584993052339,9.5877721167207,30.1065308012969,0,11.1162575266327,0,0,0,1.43584993052339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01899027327466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA2","Giraffidae","Giraffa","Giraffe","foregut_ruminant","herbivor","Forest_Savanna","Forest","Savanna","Africa",3.95400443816825,5.70909824490619,0,7.18176316320355,0,0,0,0,0,0,0,0,4.82146459552148,0,17.530764575348,0,0,0,18.7613475892677,10.4095218882389,23.0986483760339,0,3.95400443816825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028848093605,0,0,0,0,0,0,0,0,2.66290094815413,0,0,0,0,0,0.32277587250353,0,0,0,0,0,0,0,0.564857776881178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW3","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0.702543206407194,0,0,1.89686665729942,0,25.9940986370662,0.871153575944921,0,0,0,19.0670226218912,0,0,0,8.78179008008992,0,0,0,0,0,0.744695798791626,0,0,0,0,0,0,0.463678516228748,0.744695798791626,0,0,27.6239988759309,0,0,0,0,0,0,0,3.35815652662639,1.33483209217367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07952789096529,0,0,0,0,0,0,0,0,0,0,6.33693972179289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW4","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0.23762929829466,0,0,1.1881464914733,0,35.5745037741124,0,0,0,0,7.6320939334638,0,0,0,1.32792843164663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1940173329606,0,0,0,0,0,0,0,17.2351132233715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6105675146771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND3","Ailuridae","Ailurus","Roter_Panda","simple","herbivor","Forest_Shrubland","Forest","Shrubland","Asia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38865045302814,0,0,5.15021459227468,0,1.33524082021936,77.5393419170243,10.5865522174535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND4","Ailuridae","Ailurus","Roter_Panda","simple","herbivor","Forest_Shrubland","Forest","Shrubland","Asia",0,0,0,0,0,61.1479820627803,0,0,0,0,28.1973094170404,0,0,0,1.48878923766816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75336322869955,5.27354260089686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1390134529148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA4","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",2.00923160467011,0,0,41.5965245723595,0,14.689112136845,0,0,0,0,0,0,0,0,2.22644583220201,0,0,0,0,0,0,0,0,0,0,0,0,12.1911485202281,0,0,0,14.580505023079,0,0,0,0,0,0,4.18137387998914,8.52565843062721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA5","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",0,0,0,4.71408647140865,0,42.928870292887,0,0,0,0,0,0,0,0,0,0,0,0,2.76150627615063,0,0,0,0,0,0,0,0,22.7754532775453,0,0,0,18.4100418410042,0,0,0,0,0,0,0,8.41004184100419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD2","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0,0,0,4.07357116405382,0,0.0802370077768177,0,0,0,0,0.820886310332058,0,0,0,0.518454511788668,0,0,0,0.407357116405382,1.4627823725466,1.56770769040859,0,0,0,0,0,0,0.604863597086779,0,0,33.0946796691766,0,0.987532403406987,18.5594371065301,2.11702258980373,0,0,0,1.37637328724849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20960375262313,0,0,0,0,0,0,0,1.61091223305765,18.0224663621775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81360325885693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833230465374645,0,0,0,0,0,0,0,0,0,0,0,1.83927910134551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD3","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",2.62632978723404,0,0,12.9321808510638,0,0,0,0,0,0,0,0,0,0,9.64095744680851,0,0,0,3.72340425531915,0,0,0,0,0,0,0,0,14.3617021276596,0,0,1.5625,4.22207446808511,0,3.69015957446809,0,0,0,0,0,47.2406914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0107LOEW3","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",1.08108108108108,0,0,28.5603971318257,0,0.981798124655268,0,0,0,0,0,0,0,0,5.47159404302261,17.2200772200772,0,0,0,0,3.17705460562603,0,0,0,0,9.00165471594043,0,0,0,0,0,6.1003861003861,0,0,0,0,0,0,0.540540540540541,16.822945394374,0,8.06398234969664,0,0,0,0,0,0,0,2.97848869277441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN3","Canidae","Vulpes","Fennek","simple","carnivor","Desert_Coastal","Desert","Coastal","Africa",3.74657325616814,0,0,41.973804447152,0,4.20347243374962,0,0,0,0,0,0,0,0,10.1127017971368,0,0,0,4.26439232409382,2.65001522997259,0.548279013097776,0,0,0,0,0,0,6.64026804751751,0,0,0,0,0,0,0,0,0,0,4.84313128236369,10.7219007005787,0,4.6603716113311,0,0.609198903441974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02589095339628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN4","Canidae","Vulpes","Fennek","simple","carnivor","Desert_Coastal","Desert","Coastal","Africa",1.73235166738848,0,0,40.8401905586834,0,0,0,0,0,0,0,0,0,0,9.31139021221308,0,0,0,5.413598960589,0.996102208748376,1.64573408401906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3980077955825,14.3785188393244,0,5.58683412732785,0,1.64573408401906,0,0,0,0,0,1.94889562581204,0,0,0,0,0,0,1.90558683412733,0,0,0,0,5.19705500216544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW4","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0,0,0,14.8524590163934,0,0.830601092896175,0,0,0,0,0,0,0,0,5.07103825136612,21.0710382513661,0,0,0,0,1.59562841530055,0,0,0,0,22.2732240437158,0,0.19672131147541,0,0,0,7.2896174863388,0,0,0,0,0,0,0.404371584699454,15.3551912568306,0,7.84699453551912,0,0,0,0,0,0,0,1.55191256830601,0,0,0,0,0,0,0,1.2896174863388,0,0,0,0,0,0,0.371584699453552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW5","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0,0,0,32.2984476715073,0,1.26022366883659,0,0,0,0,0.200300450676014,0,0,0,12.5020864630279,20.2136538140544,0,0,0,0,0.634284760474044,0,0,0,0,2.7958604573527,0,7.61141712568853,0,0,0,3.07127357703222,0,0,0,0,0.166917042230012,0,0.642630612585545,12.2266733433484,0,3.35503254882323,0.592555499916541,0,0,0,0,0,0,1.74428309130362,0,0,0,0,0,0,0,0.684359873143048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW6","Felidae","Panthera","Loewe","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0,0,0,0.959648514279107,0.323736848190542,34.5935946352179,0.797780090183836,0,0,0.809342120476356,1.60712221066019,0,0,0,5.66539484333449,0.72840790842872,0,0,0,0,20.013874436351,0,0,0,0,0,0,0,0,0,0,11.2961035957914,0,0,0,0,0,0,0.427795120823217,16.6724476818129,3.57266736038848,0.312174817898023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96554514972829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254364666435426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207TIGA11","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",0,0,0,37.4687890137328,0,5.39950062421973,0,0,0,0,0,0,0,0,2.98064918851436,0,0,0,0,0,0,0,0,0,0,3.02746566791511,0,0,0,0,0,9.06679151061173,0,0,0,0,0,0,5.38389513108614,36.2359550561798,0,0.436953807740325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD10","Canidae","Speothos","Waldhund","simple","carnivor","Forest_Savanna","Forest","Savanna","South_America",4.29290225885879,0,0,17.7390001070549,0,37.148056953217,0,0,0,0,0.41751418477679,0,0,0,4.23937479927203,7.10844663312279,0,0,0,0,2.10898190771866,0,0,0,0,0,0,0.963494272561824,0,0,0,5.631088748528,0,0,0,0,0,0,1.38100845733861,18.9701316775506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD9","Canidae","Speothos","Waldhund","simple","carnivor","Forest_Savanna","Forest","Savanna","South_America",5.28498323628022,0,0,35.7155461443445,0,12.3080995235574,0,0,0,0,0.608787718369508,0,0,0,7.03193929768837,0.30880536439033,0,0,0,0,1.08523028057173,0,0,0,0,0,0,0,0,0,0,10.2611611081701,0,0,0,0,0,0,1.72931004058585,25.666137286042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD4","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",5.04480584135413,0,0,34.6830401593097,0,0.86292731496847,0,0,0,0,0,0,0,0,1.52671755725191,0,0,0,19.880517756389,2.82110852970461,2.38964487222038,0,0,0,0,0,0,0,0,0,0,2.85429804181879,0,0,0,0,0,0,3.35214072353136,26.5847992034517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD5","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",1.37748844230588,0,0,17.1242570053779,0,5.00990659496179,2.69836777054439,0,0,0,7.12331352014341,0,0,0,5.4156052457779,0,0,0,14.3126710066987,0.518916878950844,7.43466364751392,0,0,0,0,0,0,0,0,0,0,2.24549485800547,0,0,0,0,0,0,0,26.7761109538636,0,1.1321822813473,1.40579299933956,0,0,0,0,0,0,0,0,0,0,0,6.29304651382206,0,0,0,1.1321822813473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD6","Canidae","Lycaon","Wildhund","simple","carnivor","Forest_Savanna","Forest","Savanna","Africa",0,0,0,7.32378854625551,0,8.59030837004405,1.9640234948605,0,0,0,7.41556534508076,0,0,0,0.91776798825257,0,0,0,2.18428781204112,12.5,4.93759177679883,0,0,0,0,0,0,0,0,0,0,2.18428781204112,0,0,0,0,0,0,0.807635829662261,46.1270190895742,2.31277533039648,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73494860499266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA1","Giraffidae","Giraffa","Giraffe","foregut_ruminant","herbivor","Forest_Savanna","Forest","Savanna","Africa",2.0516717325228,1.6391663048198,0,13.145896656535,0.759878419452888,0,0.347372991749891,0,0,0,0,0,0.683890577507599,0,10.0086843247937,0,1.19409465914025,0,8.31524099001303,10.1498046026921,42.0864090316978,0,4.54841511072514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60790273556231,0,0,0,0,0.900998697351281,0,0,0,1.24837168910117,0,0,0,0,0,0,0,0,0.716456795484151,0,0,0,0,0,0.303951367781155,0,0,0,0,1.07468519322623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217108119843682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA2","Giraffidae","Giraffa","Giraffe","foregut_ruminant","herbivor","Forest_Savanna","Forest","Savanna","Africa",3.6614915193395,0.753836489275779,0,13.4344431481648,0.726913757515929,0,1.05896078255407,0.134613658799246,0,0,0.143587902719196,0,0.323072781118191,0,9.70115767746567,0,0.251278829758593,0,12.9139370008077,9.91653953154447,34.9457058242843,0,4.55891591133447,0,0,0,0,0,0,0,0,0,1.31023961231266,0,0,0,0,0,0.412815220317688,0,0.511531903437135,0.170510634479045,0,0,0,0.789733464955577,0,0,0.215381854078794,1.43587902719196,0,0,0,0,0,0,0,0,0.978192587274522,0.879475904155075,0,0,0,0,0.376918244637889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394866732477789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411FENN5","Canidae","Vulpes","Fennek","simple","carnivor","Desert_Coastal","Desert","Coastal","Africa",3.72334016146524,0,0,6.82612362935293,1.83757079166165,6.45258464875286,0.379563802867815,0,0,0,0.831425472948548,0,0,0,10.2120737438246,12.3870345824798,0,0,0.313290757922641,0.42776238100976,9.59754187251476,0,0,0,0,0,0,8.03108808290155,0,0,0,11.6761055548861,0,0,0,0,0,0,0,19.7855163272683,0.903723340161465,4.56681527894927,0.25304253524521,0,0,0,0,0,0,0.994095674177612,0,0,0,0,0.234968068441981,0,0.566333293167852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411GIRA1","Giraffidae","Giraffa","Giraffe","foregut_ruminant","herbivor","Forest_Savanna","Forest","Savanna","Africa",2.92682926829268,2.53193960511034,0,15.4471544715447,1.60278745644599,0,0,0,0,0,0,0,1.0917537746806,0,5.15679442508711,0.48780487804878,0,0,12.4970963995354,8.82694541231127,27.6422764227642,0,13.1475029036005,0,0,0,0,0.813008130081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32520325203252,0,0.882694541231127,0,0,0.534262485481998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22648083623693,0,0,0,0,0.534262485481998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
